notable_figure,mbti_evsi,mbti_svsn,mbti_tvsf,mbti_pvsj,enneagram,insticnt_variant
81 / 33   3   16  ENFJ9w8Jamie Fraser   Outlander,E,N,F,J,9w8,so/sx
113 / 32   5   33  INFJ1w9Aragorn (Strider)   Lord of the Rings & The Hobbit,I,N,F,J,1w9,sp/so
70 / 28   2   9  ESFJ2w1Muriel Bagge   Courage the Cowardly Dog (1999),E,S,F,J,2w1,so/sp
604 / 328   197   292  ISTJ5w6Giyuu Tomioka   Kimetsu no Yaiba,I,S,T,J,5w6,sp/sx
132 / 51   30   32  ISTP9w8Kyon   Suzumiya Haruhi no Yuuutsu,I,S,T,P,9w8,sp/sx
203 / 79   48   20  ISFJ9w1Toby Flenderson   The Office (US) (2005),I,S,F,J,9w1,so/sp
170 / 56   24   61  INTJ5w4Evil Morty   Rick and Morty (2013),I,N,T,J,5w4,sp/so
183 / 79   82   66  ENTP7w6Richard Feynman   Physics & Astronomy,E,N,T,P,7w6,so/sp
159 / 94   70   79  ENTP5w4Claude von Riegan   Fire Emblem Series,E,N,T,P,5w4,so/sx
161 / 73   52   51  ENTP5w4Medic   Team Fortress 2,E,N,T,P,5w4,sx/sp
316 / 110   160   66  INTP9w8Brian Griffin   Family Guy (1999),I,N,T,P,9w8,sp/sx
76 / 28   9   6  ESFJ2w3Elsa Gardner   Atypical (2017),E,S,F,J,2w3,sp/so
153 / 70   14   85  ENTP7w8Sōma Yukihira   Shokugeki no Souma,E,N,T,P,7w8,so/sp
"116 / 34   8   16  ISFP9w1Hugo ""Hurley"" Reyes   Lost (2004)",I,S,F,P,9w1,sp/so
327 / 167   151   170  INTP4w5Bo Burnham   Comedians,I,N,T,P,4w5,sp/so
153 / 63   14   67  ENFP7w6Agnes Gru   Despicable Me (Franchise),E,N,F,P,7w6,so/sx
460 / 149   96   205  INTJ5w4V   V for Vendetta (2005),I,N,T,J,5w4,so/sx
230 / 53   16   59  ISFJ2w1Groot   Marvel Cinematic Universe,I,S,F,J,2w1,sx/so
218 / 65   79   56  ISFJ2w3Jaemin (NCT)   K-Pop,E,S,F,J,2w3,sx/sp
143 / 33   5   22  ISFP6w7Kate Austen   Lost (2004),I,S,F,P,6w7,sp/sx
259 / 114   69   122  ENFP7w6Spencer Shay   iCarly (2007),E,N,F,P,7w6,so/sx
127 / 50   6   15  ISFJ2w1Mrs. Puff   SpongeBob SquarePants (1999),I,S,F,J,2w1,sp/so
155 / 63   55   37  ENTJ2w3Monaca Towa   Danganronpa Another Episode: Ultra Despair Girls,E,N,T,J,2w3,sx/so
105 / 44   15   30  ENTJ8w9Sir Crocodile   One Piece,E,N,T,J,8w9,sp/sx
87 / 32   10   30  ISFJ1w9Samurai Jack   Samurai Jack,I,S,F,J,1w9,sp/so
123 / 51   56   23  ISTP8w9Johnny Lawrence   Cobra Kai (2018),I,S,T,P,8w9,sx/so
163 / 63   43   52  INFP6w5Idia Shroud   Twisted Wonderland,I,N,F,P,6w5,sp/so
249 / 139   54   66  ENTJ3w4Heather   Total Drama (2007),E,N,T,J,3w4,sp/so
264 / 122   92   102  INFP6w7Makoto Edamura “Edamame”   Great Pretender,I,N,F,P,6w7,sp/so
104 / 33   18   60  INTP5w6Bill Murray   Actors (USA),I,N,T,P,5w6,sp/sx
123 / 48   12   57  ESFJ2w3Haruki Nakayama   Given,E,S,F,J,2w3,sx/so
136 / 43   18   53  ESTJ1w9Kim Lip (LOONA)   K-Pop,E,S,T,J,1w9,so/sp
92 / 40   9   72  ESTJ8w9Yaku Morisuke   Haikyuu!!,E,S,T,J,8w9,sp/so
135 / 63   12   44  ISFP9w1Greg Universe   Steven Universe (2013),I,S,F,P,9w1,so/sx
700 / 232   200   120  ESFP6w7Jesse Pinkman   Breaking Bad (2008),E,S,F,P,6w7,so/sx
165 / 70   22   68  ENTJ8w7Ko Moon-Young   It's Okay to Not Be Okay (2020),E,N,T,J,8w7,sx/sp
121 / 68   7   12  ESTJ8w7Guzmán Nunier Osuna   Élite (2018),E,S,T,J,8w7,so/sp
81 / 40   20   4  ESTJ8w7Skinner   Ratatouille (2007),E,S,T,J,8w7,so/sp
218 / 122   49   185  INFP4w5Robert Smith   Musicians (United Kingdom & Ireland),I,N,F,P,4w5,sx/sp
147 / 61   74   78  INFJ5w4Ludwig Wittgenstein   Philosophy,I,N,F,J,5w4,sx/sp
74 / 25   19   20  ENFJ3w4Big Smoke   Grand Theft Auto,E,N,F,J,3w4,so/sp
165 / 47   30   28  ISFP4w3Cinna   The Hunger Games (Franchise),I,S,F,P,4w3,sp/sx
1051 / 343   683   120  ENTJ8w7Steve Jobs   Technology,E,N,T,P,8w7,sx/so
171 / 73   37   36  ESTP8w7Theodore Roosevelt   Presidents of the USA,E,S,T,P,8w7,sx/so
97 / 62   10   12  ENFJ3w2Cayetana Grajera Pando   Élite (2018),E,N,F,J,3w2,so/sp
436 / 233   117   213  ENFP4w3Jules Vaughn   Euphoria (2019),E,N,F,P,4w3,so/sx
171 / 94   22   81  ESFP7w6Jean-Pierre Polnareff   JoJo no Kimyou na Bouken,E,S,F,P,7w6,so/sx
345 / 131   21   52  ESFJ6w7Woody   Toy Story (Franchise),E,S,F,J,6w7,so/sp
"130 / 62   3   36  ESFJ2w1Diana Barry   Anne with an ""E"" (2017)",E,S,F,J,2w1,so/sp
89 / 31   26   24  ENTJ5w6Judas Iscariot   Biblical Figures,E,N,T,J,5w6,sp/sx
171 / 95   11   110  INTP5w6Keiji Shinogi   Kimi ga Shine (Your Turn to Die),I,N,T,P,5w6,sp/so
375 / 126   114   148  INTJ5w6Christopher Nolan   Film Directors,I,N,T,J,5w6,sx/sp
137 / 51   15   81  ISTP9w8Son Hak   Akatsuki no Yona,I,S,T,P,9w8,sp/sx
132 / 64   41   36  ESTP7w8James Cook   Skins (UK) (2007),E,S,T,P,7w8,sx/so
128 / 53   24   36  INTP5w4Victor Frankenstein   Frankenstein,I,N,T,P,5w4,sp/so
263 / 127   101   13  ISTJ1w9Mike Pence   Government (USA),I,S,T,J,1w9,sp/so
"130 / 50   77   65  INFP4w3Charlie Puth   Musicians (USA, Male)",I,N,F,P,4w3,sp/sx
120 / 36   31   27  ISFJ2w3Suho (EXO)   K-Pop,I,S,F,J,2w3,so/sx
306 / 160   156   48  ENTJ8w7Nate Jacobs   Euphoria (2019),E,N,T,J,8w7,sx/sp
149 / 56   55   18  ESTJ3w2Ivanka Drumpf   Business,E,S,T,J,3w2,so/sx
87 / 29   11   11  ENFJ2w3Suyin Beifong   The Legend of Korra (2012),E,N,F,J,2w3,so/sx
205 / 63   26   37  ESTP7w8Boruto Uzumaki   Boruto - Naruto Next Generations,E,S,T,P,7w8,so/sx
116 / 49   15   19  ISFP9w8Samantha “Sam” Giddings   Until Dawn,I,S,F,P,9w8,sp/so
130 / 80   54   37  ENTJ8w7Dream (Dream SMP)   Online Fictional Characters,E,N,T,J,8w7,sp/so
115 / 44   21   14  ISFJ6w5Gabe Lewis   The Office (US) (2005),I,S,F,J,6w5,sx/so
228 / 92   36   28  ENFJ2w3Sayaka Maizono   Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,E,N,F,J,2w3,so/sx
191 / 90   35   79  INTJ5w6Shuntarō Chishiya   Alice In Borderland (2020),I,N,T,J,5w6,sp/so
128 / 39   29   45  ISFP4w5Michelangelo   Renaissance Men,I,S,F,P,4w5,sp/so
449 / 145   33   133  ENTP7w6Dustin Henderson   Stranger Things (2016),E,N,T,P,7w6,so/sx
114 / 27   21   32  XXXX2w1Wonho (Monsta X)   K-Pop,I,N,F,P,2w1,so/sx
657 / 393   260   490  ENFJ3w2Oikawa Tooru   Haikyuu!!,E,N,F,J,3w2,so/sx
140 / 63   32   13  ESFJ2w3Emily Cooper   Emily In Paris (2020),E,S,F,J,2w3,so/sx
194 / 147   59   159  INTP5w4Omori   OMORI,I,N,T,P,5w4,sp/sx
141 / 73   47   69  INTJ5w4Rei Kiriyama   Sangatsu no Lion,I,N,T,J,5w4,sp/so
101 / 37   9   49  ISFP7w6Steven Spielberg   Film Directors,I,S,F,P,7w6,sx/sp
108 / 41   8   40  ISTP9w8Asuma Sarutobi   Naruto Shippūden,I,S,T,P,9w8,sp/so
478 / 245   304   308  ISTP9w8Dabi   Boku no Hero Academia,I,S,T,P,9w8,sp/sx
172 / 45   45   56  ISTP6w5Raven Reyes   The 100,I,S,T,P,6w5,sp/sx
78 / 32   6   9  ENFJ3w2Yoon Se-ri   Crash Landing On You,E,N,F,J,3w2,so/sp
102 / 40   5   75  INFJ9w1N   Pokémon,I,N,F,J,9w1,so/sx
137 / 44   23   22  ESTJ6w7Misty (Kasumi)   Pokémon,E,S,F,J,6w7,so/sp
191 / 95   21   150  INFP4w5Florence Welch   Musicians (United Kingdom & Ireland),I,N,F,P,4w5,sx/so
101 / 34   24   25  ISFJ8w9Bruce Willis   Actors (USA),I,S,F,J,8w9,null
177 / 59   29   37  ESFP3w2Ino Yamanaka   Naruto Shippūden,E,S,F,P,3w2,sx/so
178 / 54   24   30  ENTJ8w9Lyanna Mormont   Game of Thrones (2011),E,N,T,J,8w9,sp/so
166 / 59   16   34  INTP5w4Winston Smith   1984,I,N,T,P,5w4,sp/sx
88 / 32   11   51  ISFJ6w5Raphtalia   Tate no Yuusha no Nariagari,I,S,F,J,6w5,sx/sp
287 / 111   35   82  ENFP3w4King Julien XIII   Madagascar (Franchise),E,N,F,P,3w4,so/sx
99 / 41   14   26  ENFJ2w1Mia Fey   Ace Attorney,E,N,F,J,2w1,so/sx
259 / 91   51   172  INFJ2w1Tadashi Hamada   Big Hero 6 (2014),I,N,F,J,2w1,sp/so
193 / 112   69   36  ISTJ1w2Miko Iino   Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,I,S,T,J,1w2,so/sp
89 / 36   2   10  ISFJ9w1Mónica Gaztambide   Money Heist (La Casa de Papel),I,S,F,J,9w1,sp/sx
"127 / 63   9   52  ESFP7w8Hizashi Yamada ""Present Mic""   Boku no Hero Academia",E,S,F,P,7w8,so/sx
188 / 87   15   79  ENTP7w8Ling Yao   Fullmetal Alchemist: Brotherhood,E,N,T,P,7w8,so/sx
559 / 235   122   194  ESFP7w6Sasha Braus   Shingeki no Kyojin,E,S,F,P,7w6,sp/sx
167 / 53   6   28  ISFP7w8Kallen Kozuki   Code Geass,I,S,F,P,7w8,sx/sp
93 / 24   3   16  ISTJ9w8Sayid Jarrah   Lost (2004),I,S,T,J,9w8,sp/so
175 / 73   45   73  ENTJ3w2Sunset Shimmer   My Little Pony: Friendship Is Magic (2010),E,N,T,J,3w2,so/sp
500 / 246   131   355  INFP2w3Mitsuri Kanroji   Kimetsu no Yaiba,I,N,F,P,2w3,sx/so
139 / 47   15   18  ENFP7w6Ola Nyman   Sex Education,E,N,F,P,7w6,sx/so
1196 / 655   513   365  ENFP9w1Aang   Avatar: The Last Airbender (2005),E,N,F,P,9w1,so/sx
81 / 40   7   6  ESFJ3w2June George   Mean Girls (2004),E,S,F,J,3w2,so/sx
171 / 56   38   25  ESFP7w6Jar Jar Binks   Star Wars,E,S,F,P,7w6,so/sx
139 / 61   50   32  ISTJ1w9Weiss Schnee   RWBY (2012),I,S,T,J,1w9,sp/so
139 / 61   25   68  INTP5w4Tadano   Aggressive Retsuko (Aggretsuko),I,N,T,P,5w4,sp/sx
137 / 72   9   66  ENFP7w6Greg   Over the Garden Wall (2014),E,N,F,P,7w6,so/sx
257 / 151   51   203  INFP9w8Himiko Yumeno   Danganronpa V3: Killing Harmony,I,N,F,P,9w8,sp/so
109 / 43   30   47  ISTP9w8Asra Alnazar   The Arcana,I,S,F,P,9w8,sp/sx
436 / 110   159   119  ESFP3w2Will Smith   Actors (USA),E,S,F,P,3w2,so/sx
138 / 72   70   77  INTP5w4Koito Yū   Yagate Kimi ni Naru,I,N,T,P,5w4,sp/so
355 / 163   60   94  ENFJ1w2Mufasa   The Lion King (Franchise),E,N,F,J,1w2,so/sp
1044 / 366   296   364  INTJ6w5Severus Snape   Harry Potter / Wizarding World Films,I,N,T,J,6w5,sp/sx
180 / 53   31   12  ISFJ6w5Dawn Bellwether   Zootopia (2016),I,N,F,J,6w5,sp/so
106 / 31   8   19  ISFP3w2Mary Jane Watson   The Spider-Man Trilogy,I,S,F,P,3w2,sx/sp
186 / 101   23   71  ENTJ8w9Eli Ayase   Love Live! School Idol Project,E,N,T,J,8w9,so/sp
137 / 43   9   58  INTJ5w6Ai Haibara   Detective Conan,I,N,T,J,5w6,sp/so
917 / 206   137   172  ISTP6w5Katniss Everdeen   The Hunger Games (Franchise),I,S,T,P,6w5,sp/sx
125 / 36   26   49  ISTP9w8Jeno (NCT)   K-Pop,I,S,T,P,9w8,sp/so
"101 / 43   18   25  INFJ1w2Juror #8 ""Davis""   12 Angry Men (1957)",I,N,F,J,1w2,sp/so
196 / 75   24   78  ISTP8w9Go Go Tomago   Big Hero 6 (2014),I,S,T,P,8w9,sx/sp
99 / 35   12   16  ENTJ8w9Penelope Park   Legacies (2018),E,N,T,J,8w9,sp/so
218 / 66   180   71  INTP5w6Nana Hiiragi   Munou na Nana,E,N,T,P,5w6,so/sp
234 / 69   17   53  ISTP8w9Sandor Clegane “The Hound”   Game of Thrones (2011),I,S,T,P,8w9,sp/sx
249 / 109   72   70  ESFJ9w1Mayuri Shiina   Steins;Gate,E,S,F,J,9w1,so/sx
131 / 42   99   24  INFJ3w4Zack Snyder   Film Directors,I,S,F,J,3w4,sp/so
"125 / 29   6   46  ENTJ8w9Margaret ""Peggy"" Carter   Agent Carter (2015)",E,N,T,J,8w9,sp/so
326 / 130   131   98  INTJ1w2Vladimir Lenin   Historical Figures (1900s),I,N,T,J,1w2,so/sx
69 / 15   10   13  ESTJ1w2Mamá Imelda   Coco (2017),E,S,T,J,1w2,sp/sx
104 / 34   33   18  ISTJ1w9Warren Buffett   Business,I,S,T,J,1w9,sp/sx
463 / 186   118   105  ENTP3w4Benny Watts   The Queen’s Gambit (2020),E,N,T,P,3w4,sx/so
197 / 99   45   33  ESTJ1w2Benson   Regular Show (2010),E,S,T,J,1w2,sp/so
242 / 98   46   40  INTP5w6Harry Beltik   The Queen’s Gambit (2020),I,N,T,P,5w6,sp/sx
296 / 65   37   58  INTJ3w4Vidia   Tinker Bell (2008),I,N,T,J,3w4,sp/so
158 / 53   47   96  INFJ2w3Yves (LOONA)   K-Pop,I,N,F,J,2w3,sx/so
185 / 102   19   43  ESTP7w8Duncan   Total Drama (2007),E,S,T,P,7w8,sx/sp
"101 / 46   18   78  INFJ1w2Komi Shouko   Komi-san wa, Komyushou desu.",I,N,F,J,1w2,sp/so
129 / 56   3   90  INFP4w5Juliet Capulet   Romeo and Juliet,I,N,F,P,4w5,sx/sp
88 / 37   3   32  ESFJ2w1Momozono Nanami   Kamisama Hajimemashita,E,S,F,J,2w1,so/sp
86 / 31   15   23  ENTJ3w4Cicero   Historical Figures (1st Millenium BCE),E,N,T,J,3w4,so/sx
134 / 64   6   38  ENTJ3w4Tyrell Wellick   Mr. Robot,E,N,T,J,3w4,sx/sp
122 / 41   2   37  ESTP7w8Jack Nicholson   Actors (USA),E,S,T,P,7w8,sx/so
"180 / 57   35   88  ISTP5w6Mail Jeevas ""Matt""   Death Note",I,S,T,P,5w6,sp/sx
111 / 32   51   34  ISTP6w5Goblin Slayer   Goblin Slayer,I,S,T,P,6w5,sp/sx
180 / 46   26   32  INFJ3w2Amy Dunne   Gone Girl,I,N,F,J,3w2,sx/so
169 / 57   39   22  INFP2w1Allison Cameron   House M.D.,I,N,F,P,2w1,sx/so
546 / 228   158   62  ESTJ3w4Mr. Eugene H. Krabs   SpongeBob SquarePants (1999),E,S,T,J,3w4,sp/so
666 / 410   188   470  INTP5w4Ranpo Edogawa   Bungou Stray Dogs,I,N,T,P,5w4,sp/sx
330 / 135   97   110  INFJ8w9Vito Corleone   The Godfather,I,N,F,J,8w9,so/sp
114 / 55   5   98  INFJ9w1Shinya Hiiragi   Owari no Seraph,I,N,F,J,9w1,sp/so
492 / 134   1332   49  ESTJ6w5C.S. Joseph   Psychology & Personal Development,E,S,T,J,6w5,so/sp
173 / 57   54   34  ISFP6w5Niko Bellic   Grand Theft Auto,I,S,F,P,6w5,sx/sp
535 / 194   260   199  INTJ1w9Yelena   Shingeki no Kyojin,I,N,T,J,1w9,sx/sp
109 / 39   13   8  ISTJ1w2Vivienne “Viv” Odesanya   Sex Education,I,S,T,J,1w2,sp/sx
390 / 177   69   121  ESTP7w8Rainbow Dash   My Little Pony: Friendship Is Magic (2010),E,S,T,P,7w8,sx/so
442 / 165   34   149  ISTP8w9Maeve Wiley   Sex Education,I,S,T,P,8w9,sp/sx
147 / 67   21   126  ENFP7w6Noodle   Musicians (United Kingdom & Ireland),E,N,F,P,7w6,so/sx
224 / 91   56   96  ENFP7w6Sid   Ice Age (Franchise),E,N,F,P,7w6,so/sp
367 / 146   115   42  ESTP8w7Benito Mussolini   Historical Figures (1900s),E,S,T,P,8w7,sx/so
97 / 24   8   27  ENFJ9w1Caspian X   The Chronicles of Narnia (Film Trilogy),E,N,F,J,9w1,so/sp
81 / 22   2   23  ISFJ6w7Victoria Everglot   Corpse Bride (2005),I,S,F,J,6w7,sp/so
120 / 35   10   35  INTJ5w6K-2SO   Star Wars,I,N,T,J,5w6,so/sp
235 / 87   71   67  ENFP4w3Charles Manson   Criminals,E,N,F,P,4w3,sx/so
361 / 142   96   50  ESFP8w7Trevor Philips   Grand Theft Auto,E,S,F,P,8w7,sx/so
140 / 59   14   95  ENFP6w7Mitsukuni “Honey” Haninozuka   Ouran Koukou Host Club,E,N,F,P,6w7,so/sp
228 / 92   71   49  ENTJ8w7Francis J. Underwood   House of Cards,E,N,T,J,8w7,sp/so
"385 / 179   268   119  INTJ4w5Moriah Rose Pereira (Poppy)   Musicians (USA, Female)",I,N,T,P,4w5,sx/sp
354 / 202   154   356  INFP4w3Mitsuba Sousuke   Jibaku Shounen Hanako-kun,I,N,F,P,4w3,sp/so
126 / 50   13   72  INFP4w5Jean-Jacques Rousseau   Philosophy,I,N,F,P,4w5,so/sx
364 / 159   78   75  ESFP7w6Rigby   Regular Show (2010),E,S,F,P,7w6,so/sx
142 / 44   7   34  ESFP7w8Amelia “Amy” Pond   Doctor Who (2005),E,S,F,P,7w8,sp/sx
258 / 99   54   121  ESTJ3w4Sebastian Michaelis   Kuroshitsuji,E,S,T,J,3w4,so/sp
198 / 93   47   151  INTP9w8Kanna Kamui   Kobayashi-san Chi no Maid Dragon,I,N,T,P,9w8,sp/sx
"129 / 36   24   69  INFP5w6Barry Allen ""The Flash""   DC Comics",I,N,F,P,5w6,so/sp
185 / 83   15   94  INTJ1w2Kobayashi Kenya   Boku dake ga Inai Machi (Bokumachi),I,N,T,J,1w2,sp/so
123 / 49   17   37  ESTP7w6Hidan   Naruto Shippūden,E,S,T,P,7w6,sx/so
589 / 304   466   358  ENTP8w7Karma Akabane   Ansatsu Kyoushitsu,E,N,T,P,8w7,sp/sx
158 / 73   20   140  INFJ9w1Morticia Addams   The Addams Family,I,N,F,J,9w1,sx/sp
163 / 71   40   39  ENTJ3w4Fairy Godmother   Shrek (Franchise),E,N,T,J,3w4,sx/so
270 / 100   21   141  INFP9w1Lucy Pevensie   The Chronicles of Narnia (Film Trilogy),I,N,F,P,9w1,so/sp
138 / 68   18   65  ENFP7w6Kushieda Minori   Toradora!,E,N,F,P,7w6,sp/sx
120 / 48   66   57  INFJ1w2Park Sae-Ro-Yi   Itaewon Class,I,N,F,J,1w2,so/sp
184 / 101   26   218  INFP9w1Chiaki Nanami   Danganronpa 3: The End of Kibougamine Gakuen,I,N,F,P,9w1,sp/so
132 / 47   16   73  INFJ9w1Japan   Hetalia: Axis Powers,I,N,F,J,9w1,sp/so
122 / 33   13   30  INFJ4w5Edward Cullen   Twilight (Series),I,N,F,J,4w5,sp/sx
98 / 42   2   18  ESFJ2w1Wanda   The Fairly OddParents (2001),E,S,F,J,2w1,so/sx
128 / 35   20   31  ISTP9w8Dominick Cobb   Inception (2010),I,S,T,P,9w8,sp/so
945 / 402   302   367  INTJ5w6Near   Death Note,I,N,T,J,5w6,sp/sx
"149 / 42   21   26  ESFJ2w1Kara Danvers ""Supergirl""   Supergirl (2015)",E,S,F,J,2w1,so/sx
148 / 62   39   31  ISTP6w5Felix Hugo Fraldarius   Fire Emblem Series,I,S,T,P,6w5,sp/sx
260 / 71   7   113  INFJ1w9Galadriel   The Lord of the Rings,I,N,F,J,1w9,sp/so
125 / 54   8   121  ISFP4w5Stocking Anarchy   Panty & Stocking with Garterbelt,I,S,F,P,4w5,sp/sx
95 / 29   25   8  ESTJ1w2Harry S. Truman   Presidents of the USA,E,S,T,J,1w2,so/sp
625 / 329   122   459  INTJ5w6Tsukishima Kei (Tsukki)   Haikyuu!!,I,N,T,J,5w6,sp/sx
149 / 64   10   80  ESFP7w6Haiba Lev   Haikyuu!!,E,S,F,P,7w6,so/sx
82 / 19   10   14  ESFJ3w2Kirisaki Chitoge   Nisekoi,E,S,F,J,3w2,so/sx
142 / 41   5   44  ISTP6w5Jessica Jones   Jessica Jones,I,S,T,P,6w5,sp/sx
114 / 55   36   71  ISTP9w8Link (BOTW)   The Legend of Zelda,I,S,T,P,9w8,sp/sx
295 / 149   281   27  ESTJ3w2Kamala Harris   Government (USA),E,S,T,J,3w2,so/sp
155 / 70   27   26  ESTJ8w7Bowser   Super Mario Brothers,E,S,T,J,8w7,sx/so
259 / 81   4   52  ESTJ3w4Lydia Martin   Teen Wolf (2011),E,S,T,J,3w4,so/sp
85 / 46   2   5  ESFJ6w7Beth   Total Drama (2007),E,S,F,J,6w7,so/sp
143 / 76   50   71  ENTP7w8Eric André   Eric Andre Show,E,N,T,P,7w8,sx/so
166 / 82   14   27  ESTP7w8Alvin Seville   Alvin And The Chipmunks (2007),E,S,T,P,7w8,sp/sx
119 / 26   29   19  ESTP7w8Ben Affleck   Actors (USA),E,S,T,P,7w8,sx/so
74 / 22   24   12  ENFJ2w3Kendall Knight   Big Time Rush (2009),E,N,F,J,2w3,sp/so
105 / 47   42   5  ESTP7w8Murray Franklin   Joker (2019),E,S,T,P,7w8,so/sx
202 / 66   31   57  ISFP6w7Philip J. Fry   Futurama (1999),I,S,F,P,6w7,sx/so
115 / 40   9   69  ISFP4w5King   Nanatsu no Taizai,I,S,F,P,4w5,so/sp
106 / 61   8   30  ESTJ8w9Izumi Curtis   Fullmetal Alchemist: Brotherhood,E,S,T,J,8w9,sx/sp
139 / 87   5   92  ESFP7w6Bennett   Genshin Impact,E,S,F,P,7w6,so/sx
139 / 47   105   7  ESTP7w8Stormfront   The Boys (2019),E,S,T,P,7w8,sx/so
341 / 101   87   81  ENTJ7w8Irene Adler   Sherlock (2010),E,N,T,J,7w8,sx/sp
102 / 55   3   25  ISFJ6w5Lan Fan   Fullmetal Alchemist: Brotherhood,I,S,F,J,6w5,sp/sx
177 / 97   43   77  ESTP7w8Beidou   Genshin Impact,E,S,T,P,7w8,sx/so
168 / 79   56   14  ENFJ3w2Lila Rossi   Miraculous: Tales of Ladybug & Cat Noir (2015),E,N,F,J,3w2,so/sx
114 / 41   15   50  INTP5w6John Locke   Philosophy,I,N,T,P,5w6,sp/so
247 / 133   22   84  ESFP3w2Kaito Momota   Danganronpa V3: Killing Harmony,E,S,F,P,3w2,so/sx
171 / 64   10   43  ENFJ3w2Regina Mills / The Evil Queen   Once Upon a Time (2011),E,N,F,J,3w2,sp/sx
129 / 63   13   26  ISTP7w8Edith Gru   Despicable Me (Franchise),I,S,T,P,7w8,sp/sx
"110 / 51   43   34  ESTJ8w7Frank Sinatra   Musicians (USA, Male)",E,S,T,J,8w7,sx/so
"133 / 66   73   34  ESTP8w7Mazikeen ""Maze""   Lucifer",E,S,T,P,8w7,sx/sp
533 / 171   113   173  ENTP7w6Stiles Stilinski   Teen Wolf (2011),E,N,T,P,7w6,so/sx
249 / 132   71   252  INFP4w5Nico di Angelo   Camp Half-Blood Chronicles,I,N,F,P,4w5,sp/sx
198 / 64   66   59  ISFJ9w1Choi Soobin (TXT)   K-Pop,I,S,F,J,9w1,sp/so
102 / 27   40   25  INFJ1w9Niels Bohr   Physics & Astronomy,I,N,F,J,1w9,so/sp
229 / 142   90   164  INFP4w5Ian Curtis   Musicians (United Kingdom & Ireland),I,N,F,P,4w5,sp/sx
361 / 122   26   141  ENTP7w6George Weasley   Harry Potter / Wizarding World Films,E,N,T,P,7w6,so/sx
114 / 36   12   21  ISTP8w9Aberforth Dumbledore   Harry Potter / Wizarding World Films,I,S,T,P,8w9,sx/sp
876 / 349   299   333  ENTP7w8The Joker   The Dark Knight Trilogy,E,N,T,P,7w8,sx/sp
115 / 45   4   36  INFJ1w2Pogo   The Umbrella Academy (2019),I,N,F,J,1w2,so/sp
132 / 50   16   59  ESFJ9w1Haise Sasaki   Tokyo Ghoul,E,S,F,J,9w1,so/sp
117 / 41   43   19  ISFJ2w1Mother Teresa   Missionaries & Preachers,I,S,F,J,2w1,so/sp
116 / 37   19   10  ENTJ4w3Ellie Alves   You,E,N,T,P,4w3,so/sx
93 / 31   4   6  ISTJ3w4Denethor II   The Lord of the Rings,I,S,T,J,3w4,sp/sx
187 / 88   17   51  ENFP7w6Kasumi Toyama   BanG Dream! Girls Band Party! (Bandori),E,N,F,P,7w6,sx/so
